elem_id,domain_name
192,Software Products and Web Services
192,Healthcare
193,IT Services and IT Consulting
194,Software Products and Web Services
194,Healthcare
195,"Transportation, Logistics and Warehouse"
196,IT Services and IT Consulting
197,Software Development Outsourcing
198,Insurance
198,Banking
198,Software Development Outsourcing
198,Securities & Investment
198,Financial Services
199,Insurance
199,Banking
199,Software Development Outsourcing
199,Securities & Investment
199,Financial Services
200,Manufacturing and Engineering
200,Retail and Wholesale
200,Software Products and Web Services
200,AI Software & Services
201,"Transportation, Logistics and Warehouse"
202,Financial Services
203,Emerging Tech R&D
204,E-commerce
204,IT Services and IT Consulting
204,Software Development Outsourcing
204,Software Products and Web Services
205,E-commerce
206,Software Development Outsourcing
207,Government
207,Software Products and Web Services
208,Manufacturing and Engineering
208,Environment
208,IT Services and IT Consulting
208,Software Products and Web Services
208,AI Software & Services
209,Software Products and Web Services
210,IT Services and IT Consulting
211,IT Services and IT Consulting
212,Software Products and Web Services
213,Food and Beverage
213,E-commerce
213,Retail and Wholesale
213,Software Products and Web Services
214,Education and Training
215,Software Development Outsourcing
215,Healthcare
216,Banking
216,Securities & Investment
216,Financial Services
216,AI Software & Services
217,Banking
217,Financial Services
218,IT Services and IT Consulting
219,Education and Training
220,IT Services and IT Consulting
221,Trading and Commercial
221,Agriculture
222,Education and Training
222,Software Products and Web Services
223,Telecommunication
224,Telecommunication
225,Blockchain & Web3 Services
225,IT Services and IT Consulting
225,Software Products and Web Services
226,Banking
226,Financial Services
227,IT Services and IT Consulting
228,IT Services and IT Consulting
229,E-commerce
230,Tourism and Hospitality Services
231,Emerging Tech R&D
232,IT Services and IT Consulting
233,Software Products and Web Services
233,AI Software & Services
234,Manufacturing and Engineering
234,IT Services and IT Consulting
234,Software Development Outsourcing
234,Emerging Tech R&D
235,Financial Services
236,Financial Services
237,Financial Services
238,Banking
238,Securities & Investment
238,Financial Services
239,Banking
239,Securities & Investment
239,Financial Services
240,IT Hardware and Computing
241,Software Products and Web Services
242,Software Products and Web Services
243,Securities & Investment
244,Financial Services
245,Banking
245,Securities & Investment
245,Financial Services
246,Banking
247,Banking
247,Financial Services
248,Financial Services
249,Software Products and Web Services
250,Banking
250,Financial Services
251,Banking
251,Financial Services
252,Banking
252,IT Services and IT Consulting
252,Telecommunication
252,Emerging Tech R&D
252,AI Software & Services
253,Software Products and Web Services
254,Banking
254,Financial Services
255,Banking
255,Financial Services
256,Financial Services
257,Banking
257,Financial Services
258,Banking
258,Financial Services
259,Banking
259,Financial Services
260,Banking
260,Financial Services
261,Banking
261,Financial Services
262,Financial Services
263,Banking
264,Software Products and Web Services
264,Securities & Investment
264,Financial Services
265,Software Products and Web Services
265,Financial Services
266,Software Products and Web Services
267,Banking
268,Banking
269,Financial Services
270,Software Products and Web Services
271,Banking
272,IT Services and IT Consulting
273,IT Services and IT Consulting
273,Software Products and Web Services
273,Securities & Investment
273,Financial Services
274,IT Services and IT Consulting
275,IT Services and IT Consulting
275,Network and Infrastructure
276,Education and Training
277,Banking
277,Game
277,Retail and Wholesale
278,Banking
279,Manufacturing and Engineering
279,IT Services and IT Consulting
279,Cyber Security
279,Software Development Outsourcing
279,Software Products and Web Services
281,IT Services and IT Consulting
281,Cyber Security
282,Banking
282,IT Services and IT Consulting
282,Financial Services
283,"Real Estate, Property and Construction"
284,IT Services and IT Consulting
286,IT Services and IT Consulting
286,AI Software & Services
287,AI Software & Services
288,AI Software & Services
289,Banking
289,Financial Services
290,Banking
290,Financial Services
291,IT Services and IT Consulting
291,Securities & Investment
291,Financial Services
292,Banking
292,Software Products and Web Services
292,Financial Services
293,Banking
293,Financial Services
294,Banking
294,Financial Services
295,Banking
295,Financial Services
296,Financial Services
297,Financial Services
298,"Real Estate, Property and Construction"
299,Financial Services
300,Banking
301,"Real Estate, Property and Construction"
302,Financial Services
303,Banking
304,Financial Services
305,Financial Services
306,Insurance
306,Banking
306,Financial Services
307,Financial Services
308,Banking
308,Cyber Security
309,Banking
309,Financial Services
310,Insurance
310,Banking
310,Securities & Investment
310,Financial Services
311,IT Services and IT Consulting
311,Cyber Security
311,Financial Services
312,IT Services and IT Consulting
312,Software Products and Web Services
314,IT Services and IT Consulting
314,Software Products and Web Services
316,IT Services and IT Consulting
317,Banking
317,Financial Services
318,Software Products and Web Services
319,"Transportation, Logistics and Warehouse"
320,Banking
320,Financial Services
321,Game
322,Materials and Mining
323,Software Products and Web Services
324,"Transportation, Logistics and Warehouse"
324,Financial Services
325,Software Products and Web Services
326,Game
327,Education and Training
328,Sports and Fitness
329,Banking
329,Financial Services
330,Banking
330,Software Products and Web Services
330,Securities & Investment
330,Financial Services
331,Banking
331,Financial Services
332,E-commerce
333,AI Software & Services
334,AI Software & Services
335,Insurance
336,Banking
337,Software Products and Web Services
337,AI Software & Services
338,Banking
338,Financial Services
339,Software Development Outsourcing
340,Insurance
340,IT Services and IT Consulting
340,Healthcare
340,Financial Services
340,AI Software & Services
341,Tourism and Hospitality Services
342,"Transportation, Logistics and Warehouse"
343,E-commerce
343,"Transportation, Logistics and Warehouse"
344,Insurance
344,IT Services and IT Consulting
344,Healthcare
344,Financial Services
344,AI Software & Services
345,E-commerce
345,Software Products and Web Services
346,Game
347,Banking
347,Financial Services
348,E-commerce
349,E-commerce
350,IT Services and IT Consulting
351,IT Hardware and Computing
351,Network and Infrastructure
351,Software Development Outsourcing
351,Software Products and Web Services
351,AI Software & Services
352,Software Development Outsourcing
353,Insurance
353,Banking
353,Software Products and Web Services
353,Financial Services
354,Sports and Fitness
355,Software Products and Web Services
355,Financial Services
356,Banking
356,Securities & Investment
356,Financial Services
357,IT Services and IT Consulting
358,IT Services and IT Consulting
360,Banking
360,Software Products and Web Services
360,Securities & Investment
360,Financial Services
361,Banking
361,Financial Services
362,Banking
362,IT Services and IT Consulting
362,Software Products and Web Services
362,Financial Services
362,AI Software & Services
363,Banking
363,IT Services and IT Consulting
363,Software Products and Web Services
363,Financial Services
364,Banking
364,Financial Services
365,Banking
365,Financial Services
366,Banking
366,Financial Services
367,Banking
367,Financial Services
368,Banking
368,Software Products and Web Services
368,Financial Services
369,Software Products and Web Services
370,Banking
370,Software Products and Web Services
371,Software Products and Web Services
372,IT Services and IT Consulting
373,Retail and Wholesale
374,AI Software & Services
375,IT Services and IT Consulting
376,Sports and Fitness
377,Software Development Outsourcing
378,Software Products and Web Services
379,Banking
379,Financial Services
380,Software Products and Web Services
381,Banking
381,IT Hardware and Computing
381,Software Development Outsourcing
381,Financial Services
382,Software Development Outsourcing
383,IT Services and IT Consulting
384,IT Services and IT Consulting
384,AI Software & Services
385,Software Products and Web Services
385,Financial Services
386,Blockchain & Web3 Services
386,E-commerce
386,Education and Training
386,IT Services and IT Consulting
386,Creative and Design
387,IT Services and IT Consulting
388,Software Products and Web Services
389,IT Services and IT Consulting
390,Consumer Goods
390,IT Services and IT Consulting
390,Apparel and Fashion
391,Financial Services
392,E-commerce
392,IT Services and IT Consulting
392,"Transportation, Logistics and Warehouse"
392,Software Development Outsourcing
392,Software Products and Web Services
393,Software Development Outsourcing
394,Software Products and Web Services
395,Banking
395,Software Products and Web Services
395,Financial Services
396,Software Products and Web Services
397,Banking
397,Government
397,IT Services and IT Consulting
397,Software Development Outsourcing
398,Education and Training
399,IT Services and IT Consulting
400,E-commerce
400,"Transportation, Logistics and Warehouse"
400,Cyber Security
400,Software Development Outsourcing
400,Software Products and Web Services
401,Blockchain & Web3 Services
402,Banking
402,Financial Services
403,Education and Training
404,E-commerce
404,"Transportation, Logistics and Warehouse"
404,Software Products and Web Services
405,IT Services and IT Consulting
406,Banking
406,Financial Services
407,Software Products and Web Services
408,IT Services and IT Consulting
409,Pharmaceuticals
410,Software Development Outsourcing
411,Financial Services
412,IT Services and IT Consulting
413,Banking
413,Game
413,Financial Services
414,IT Hardware and Computing
414,IT Services and IT Consulting
414,"Transportation, Logistics and Warehouse"
414,Cyber Security
414,Software Products and Web Services
415,IT Services and IT Consulting
415,Network and Infrastructure
416,Network and Infrastructure
417,Software Development Outsourcing
418,Software Products and Web Services
418,AI Software & Services
419,Banking
419,Financial Services
420,Software Products and Web Services
421,Banking
422,"Media, Advertising and Entertainment"
422,"Real Estate, Property and Construction"
422,Software Products and Web Services
422,AI Software & Services
423,Insurance
423,Banking
423,IT Services and IT Consulting
423,Securities & Investment
423,Financial Services
424,Software Products and Web Services
425,IT Services and IT Consulting
426,IT Hardware and Computing
426,IT Services and IT Consulting
426,Software Development Outsourcing
426,Software Products and Web Services
426,AI Software & Services
427,IT Hardware and Computing
427,IT Services and IT Consulting
427,Software Development Outsourcing
427,Software Products and Web Services
427,AI Software & Services
428,Telecommunication
429,Telecommunication
430,IT Hardware and Computing
430,Telecommunication
430,Utilities
430,Emerging Tech R&D
430,AI Software & Services
431,AI Software & Services
432,IT Hardware and Computing
433,Game
433,IT Services and IT Consulting
433,Software Development Outsourcing
433,Software Products and Web Services
433,AI Software & Services
434,IT Services and IT Consulting
435,IT Hardware and Computing
435,Manufacturing and Engineering
435,AI Software & Services
436,Manufacturing and Engineering
436,IT Services and IT Consulting
436,Software Products and Web Services
436,Professional Services
436,AI Software & Services
437,IT Services and IT Consulting
439,IT Services and IT Consulting
440,IT Services and IT Consulting
441,IT Services and IT Consulting
441,Software Products and Web Services
442,Telecommunication
443,IT Services and IT Consulting
444,IT Hardware and Computing
445,Education and Training
445,"Transportation, Logistics and Warehouse"
445,Financial Services
446,Telecommunication
447,IT Services and IT Consulting
448,IT Services and IT Consulting
448,Software Development Outsourcing
448,Software Products and Web Services
449,IT Services and IT Consulting
449,Software Development Outsourcing
449,Software Products and Web Services
449,AI Software & Services
450,Software Products and Web Services
451,E-commerce
451,IT Services and IT Consulting
451,Telecommunication
451,Software Products and Web Services
451,Creative and Design
452,Software Products and Web Services
453,IT Services and IT Consulting
453,Software Development Outsourcing
453,Software Products and Web Services
454,Financial Services
455,Software Products and Web Services
455,AI Software & Services
456,Software Products and Web Services
457,Financial Services
458,Banking
459,Banking
459,Software Products and Web Services
459,Financial Services
460,IT Services and IT Consulting
461,IT Services and IT Consulting
462,Food and Beverage
462,Consumer Goods
462,Banking
462,Retail and Wholesale
462,IT Services and IT Consulting
463,IT Services and IT Consulting
464,IT Services and IT Consulting
464,Software Products and Web Services
465,Software Products and Web Services
465,Creative and Design
466,Blockchain & Web3 Services
466,Consumer Goods
466,E-commerce
466,Banking
466,Retail and Wholesale
467,Banking
467,Software Products and Web Services
468,Banking
468,Financial Services
469,Banking
469,Financial Services
470,Banking
470,Software Products and Web Services
470,Financial Services
471,Telecommunication
472,IT Hardware and Computing
472,Software Products and Web Services
473,Blockchain & Web3 Services
473,IT Services and IT Consulting
473,Software Products and Web Services
475,Securities & Investment
477,Software Development Outsourcing
478,Banking
478,Software Products and Web Services
478,Financial Services
479,Securities & Investment
479,Financial Services
480,Software Products and Web Services
481,IT Hardware and Computing
482,Healthcare
483,Education and Training
483,Government
483,AI Software & Services
484,IT Services and IT Consulting
486,Healthcare
487,IT Services and IT Consulting
488,IT Services and IT Consulting
488,Software Products and Web Services
488,Professional Services
488,AI Software & Services
489,Education and Training
489,Software Products and Web Services
489,Staffing and Recruiting
490,Banking
490,Software Products and Web Services
490,Financial Services
491,IT Services and IT Consulting
492,Blockchain & Web3 Services
492,IT Services and IT Consulting
492,Software Products and Web Services
493,Software Products and Web Services
494,IT Services and IT Consulting
495,Software Products and Web Services
496,Software Development Outsourcing
496,Software Products and Web Services
497,Tourism and Hospitality Services
497,E-commerce
497,IT Services and IT Consulting
497,Software Products and Web Services
498,E-commerce
498,Software Products and Web Services
499,IT Services and IT Consulting
500,E-commerce
501,Software Development Outsourcing
503,Pharmaceuticals
503,Software Products and Web Services
503,Healthcare
504,Banking
505,Software Products and Web Services
506,Manufacturing and Engineering
506,IT Services and IT Consulting
506,Software Products and Web Services
506,Emerging Tech R&D
506,AI Software & Services
507,Healthcare
508,Healthcare
509,Software Development Outsourcing
510,Blockchain & Web3 Services
510,Securities & Investment
510,Financial Services
511,E-commerce
511,IT Services and IT Consulting
511,Software Products and Web Services
511,AI Software & Services
512,Banking
512,Securities & Investment
512,Financial Services
513,Software Development Outsourcing
514,Software Development Outsourcing
515,E-commerce
515,"Media, Advertising and Entertainment"
515,AI Software & Services
516,E-commerce
516,Software Development Outsourcing
517,Software Development Outsourcing
517,Software Products and Web Services
518,IT Services and IT Consulting
519,Software Development Outsourcing
520,AI Software & Services
521,Software Products and Web Services
522,IT Services and IT Consulting
523,IT Services and IT Consulting
524,Food and Beverage
524,E-commerce
524,Banking
525,Software Products and Web Services
526,E-commerce
527,Healthcare
528,Software Products and Web Services
528,AI Software & Services
529,IT Services and IT Consulting
529,Software Products and Web Services
530,Insurance
530,Education and Training
530,Banking
530,IT Services and IT Consulting
530,Software Development Outsourcing
531,Pharmaceuticals
531,Software Products and Web Services
531,Healthcare
532,Software Products and Web Services
533,Software Products and Web Services
534,Software Products and Web Services
535,Software Products and Web Services
535,AI Software & Services
536,IT Hardware and Computing
536,Manufacturing and Engineering
536,IT Services and IT Consulting
536,Software Products and Web Services
538,"Transportation, Logistics and Warehouse"
539,IT Services and IT Consulting
540,Software Development Outsourcing
540,Software Products and Web Services
540,AI Software & Services
541,IT Hardware and Computing
541,IT Services and IT Consulting
541,Software Products and Web Services
541,Creative and Design
541,Emerging Tech R&D
542,Software Development Outsourcing
542,Software Products and Web Services
542,AI Software & Services
543,IT Services and IT Consulting
543,Software Development Outsourcing
543,AI Software & Services
544,Education and Training
545,IT Services and IT Consulting
546,Blockchain & Web3 Services
546,IT Services and IT Consulting
546,Software Products and Web Services
547,IT Services and IT Consulting
548,Software Development Outsourcing
549,AI Software & Services
550,IT Services and IT Consulting
551,Software Development Outsourcing
552,IT Services and IT Consulting
553,Creative and Design
554,Software Development Outsourcing
555,Education and Training
556,E-commerce
557,Software Products and Web Services
558,Software Products and Web Services
559,Education and Training
559,Software Products and Web Services
559,AI Software & Services
560,E-commerce
560,"Media, Advertising and Entertainment"
560,IT Services and IT Consulting
560,Software Development Outsourcing
560,Software Products and Web Services
561,Banking
561,Software Products and Web Services
561,Financial Services
562,Software Products and Web Services
563,"Transportation, Logistics and Warehouse"
564,IT Services and IT Consulting
564,Software Development Outsourcing
564,Software Products and Web Services
564,Research Services
564,Professional Services
565,Software Products and Web Services
566,Software Products and Web Services
567,Software Development Outsourcing
568,IT Services and IT Consulting
568,Software Products and Web Services
569,Software Development Outsourcing
570,"Real Estate, Property and Construction"
571,Manufacturing and Engineering
571,IT Services and IT Consulting
571,Software Products and Web Services
572,Food and Beverage
572,Tourism and Hospitality Services
572,E-commerce
572,IT Services and IT Consulting
572,Financial Services
573,Software Products and Web Services
574,Software Products and Web Services
576,"Real Estate, Property and Construction"
577,Software Products and Web Services
578,IT Services and IT Consulting
579,Software Products and Web Services
580,Software Products and Web Services
581,Government
582,Banking
582,Software Products and Web Services
582,Financial Services
583,Education and Training
583,Banking
583,"Media, Advertising and Entertainment"
583,Software Development Outsourcing
583,Sports and Fitness
584,IT Services and IT Consulting
585,Software Development Outsourcing
586,IT Services and IT Consulting
587,Insurance
587,Software Products and Web Services
587,AI Software & Services
588,Software Products and Web Services
589,Software Development Outsourcing
590,Game
591,Game
591,Software Products and Web Services
592,Game
592,IT Services and IT Consulting
593,Game
594,Game
596,Game
597,Game
597,IT Services and IT Consulting
597,Software Products and Web Services
598,Game
598,IT Services and IT Consulting
598,Software Products and Web Services
600,Game
601,Software Development Outsourcing
601,Software Products and Web Services
602,Network and Infrastructure
603,Education and Training
603,Software Development Outsourcing
603,Software Products and Web Services
604,Financial Services
605,Banking
605,Financial Services
606,IT Services and IT Consulting
607,IT Services and IT Consulting
608,Manufacturing and Engineering
609,Manufacturing and Engineering
609,Software Products and Web Services
610,Banking
611,Blockchain & Web3 Services
611,IT Services and IT Consulting
611,Software Products and Web Services
612,Software Products and Web Services
612,AI Software & Services
613,Software Development Outsourcing
613,Software Products and Web Services
613,AI Software & Services
614,Software Development Outsourcing
614,Software Products and Web Services
614,AI Software & Services
615,IT Services and IT Consulting
615,AI Software & Services
616,Software Products and Web Services
617,Education and Training
618,IT Services and IT Consulting
619,Banking
619,Software Development Outsourcing
619,Software Products and Web Services
619,Financial Services
620,IT Services and IT Consulting
620,Software Products and Web Services
621,Banking
621,IT Services and IT Consulting
621,Financial Services
622,IT Services and IT Consulting
622,Software Development Outsourcing
622,Software Products and Web Services
623,AI Software & Services
624,Software Products and Web Services
625,Environment
625,"Transportation, Logistics and Warehouse"
625,Healthcare
625,Financial Services
626,Environment
626,Healthcare
626,Financial Services
627,AI Software & Services
628,Banking
629,Software Products and Web Services
630,Insurance
630,Banking
631,Software Products and Web Services
632,IT Services and IT Consulting
633,IT Services and IT Consulting
634,AI Software & Services
635,Software Products and Web Services
635,AI Software & Services
636,Banking
636,IT Services and IT Consulting
636,Financial Services
637,IT Services and IT Consulting
638,Banking
638,Financial Services
639,IT Services and IT Consulting
641,Banking
641,Software Products and Web Services
641,Financial Services
642,Banking
642,Financial Services
643,Banking
643,Financial Services
644,Banking
644,Financial Services
645,Banking
645,Financial Services
646,IT Services and IT Consulting
646,Software Products and Web Services
646,Creative and Design
647,E-commerce
647,Software Products and Web Services
648,Food and Beverage
648,Software Products and Web Services
648,Healthcare
649,E-commerce
649,Software Products and Web Services
650,Software Development Outsourcing
651,Financial Services
652,Software Development Outsourcing
653,Software Products and Web Services
654,Insurance
654,IT Services and IT Consulting
655,Cyber Security
655,Software Products and Web Services
655,Financial Services
656,Insurance
656,Banking
656,Financial Services
657,Banking
658,Software Development Outsourcing
659,Network and Infrastructure
660,Software Products and Web Services
661,Financial Services
662,Healthcare
663,E-commerce
664,E-commerce
664,Retail and Wholesale
665,Education and Training
665,Game
665,IT Services and IT Consulting
665,Software Products and Web Services
666,Banking
666,Financial Services
667,Software Development Outsourcing
668,Software Products and Web Services
669,Software Products and Web Services
670,AI Software & Services
671,IT Services and IT Consulting
671,Software Development Outsourcing
671,Software Products and Web Services
672,Banking
672,Securities & Investment
672,Financial Services
672,AI Software & Services
673,IT Services and IT Consulting
673,Telecommunication
673,Software Products and Web Services
674,IT Services and IT Consulting
674,Software Products and Web Services
675,IT Services and IT Consulting
675,Financial Services
676,Banking
677,Food and Beverage
677,IT Services and IT Consulting
678,Consumer Goods
679,IT Services and IT Consulting
679,Software Development Outsourcing
679,Software Products and Web Services
680,IT Services and IT Consulting
681,IT Services and IT Consulting
682,IT Services and IT Consulting
682,Software Products and Web Services
682,Professional Services
683,E-commerce
683,Banking
683,IT Hardware and Computing
683,IT Services and IT Consulting
683,Financial Services
684,Insurance
685,E-commerce
686,"Real Estate, Property and Construction"
687,"Transportation, Logistics and Warehouse"
688,Healthcare
689,Software Development Outsourcing
689,Software Products and Web Services
690,Trading and Commercial
691,IT Services and IT Consulting
692,Financial Services
693,Insurance
693,Banking
693,IT Services and IT Consulting
693,Healthcare
693,Financial Services
694,IT Services and IT Consulting
694,Financial Services
695,IT Services and IT Consulting
696,Agriculture
697,Manufacturing and Engineering
698,Food and Beverage
698,E-commerce
698,Banking
698,IT Hardware and Computing
699,IT Services and IT Consulting
700,Retail and Wholesale
701,Software Products and Web Services
702,Pharmaceuticals
702,Software Products and Web Services
702,Healthcare
703,Software Products and Web Services
703,Financial Services
704,E-commerce
704,IT Hardware and Computing
704,"Transportation, Logistics and Warehouse"
704,Software Products and Web Services
704,Financial Services
705,Insurance
705,Banking
705,IT Services and IT Consulting
706,Software Development Outsourcing
706,AI Software & Services
707,Insurance
707,Banking
707,Software Products and Web Services
707,Financial Services
708,Banking
709,IT Services and IT Consulting
