elem_id,skill_name
102,System Admin
102,IT Support
103,TypeScript
103,Unit test
103,MySQL
103,AI
103,AWS
103,PHP
105,System Admin
105,Networking
105,Database
105,Incident Response
105,SQL
105,IT Support
106,.NET
106,Angular
106,NodeJS
107,Python
107,AI
107,LLM
108,AI
108,Algorithms
108,Generative AI
108,Fullstack
108,LLM
108,English
109,JavaScript
109,Golang
110,Automation Test
110,Jira
110,Docker
110,JUnit
110,JavaScript
110,CI/CD
111,QA QC
111,Automation Test
111,Selenium
111,Java
111,Cloud
111,Python
112,Automation Test
112,Playwright
112,Jmeter
112,Penetration Testing
112,SAP
112,QA QC
113,Automation Test
113,Selenium
113,Java
113,Tester
113,QA QC
113,English
114,QA QC
114,HTML
114,Leadership
114,Tester
114,JavaScript
114,CSS
115,QA QC
115,Agile
116,Automation Test
116,Robot Framework
116,QA QC
116,DevOps
116,.NET
116,Python
117,Automation Test
117,Robot Framework
117,Java
117,DevOps
117,QA QC
117,Python
118,Automation Test
118,Cypress
118,Jira
118,CI/CD
118,Playwright
118,Selenium
119,Automation Test
119,Scrum
119,Agile
119,Appium
119,Playwright
119,Selenium
120,Automation Test
120,Selenium
120,Mobile Apps
120,English
121,Python
121,C++
121,Automation Test
121,Embedded C
121,Embedded
121,English
122,Python
122,Embedded
122,ThreadX
122,OOP
122,English
123,Embedded
123,Python
123,Bootloader
123,C++
123,C language
123,AUTOSAR
124,C++
124,Middleware
124,Linux
124,OOP
124,Embedded
125,ReactJS
125,Blender
125,Games
125,TypeScript
125,JavaScript
125,Git
126,C#
126,ReactJS
126,Git
126,SQL
126,VueJS
126,.NET
127,Java
127,Linux
127,Spring Boot
127,MySQL
127,Oracle
128,PHP
128,Golang
128,API
128,Docker
128,Symfony
128,OOP
129,Golang
129,Chinese
129,C#
129,English
130,Golang
130,Microservices Architecture
130,Kubernetes
130,ReactJS
130,PostgreSql
130,AI
131,C#
131,JavaScript
131,NodeJS
131,.NET
131,NoSQL
131,SQL
132,Python
132,Cloud
132,AWS
132,Machine Learning
132,AI
132,C++
133,Java
133,GitHub
133,SQL
133,OOP
133,C++
134,NodeJS
134,NextJS
134,Design Systems
134,Security
134,API
134,TypeScript
135,Golang
135,Kafka
135,Microservices
135,AI
135,AWS
135,MySQL
136,Golang
136,Redis
136,Nginx
136,PostgreSql
136,API
136,MySQL
138,Golang
138,AI
138,Ruby on Rails
138,.NET
139,Java
139,MariaDB
139,Git
139,MySQL
139,NodeJS
139,Spring
140,Java
140,PostgreSql
140,Redis
140,Microservices
140,Kafka
140,Golang
141,Java
141,API
141,Automation Test
141,PostgreSql
141,OOP
141,MySQL
142,Java
142,AI
142,Spring
142,Microservices
142,MySQL
142,MongoDB
143,Java
143,System Architecture
143,Spring Boot
143,Kafka
143,Oracle
144,Kotlin
144,MVVM
144,Docker
144,Spring Boot
144,OOP
144,MySQL
145,Java
145,Blockchain
145,Design Systems
145,Kafka
145,Microservices
145,Spring Boot
146,Java
146,Redis
146,MySQL
146,Kafka
146,Spring
147,NodeJS
147,MongoDB
147,PostgreSql
147,MySQL
147,NestJS
147,JavaScript
148,Java
148,C language
148,MongoDB
148,Golang
148,Rust
148,NodeJS
149,NodeJS
149,SQL
149,AWS
149,Software Architecture
150,NodeJS
150,Git
150,Linux
150,Database
150,API
150,Java
151,Kotlin
151,MVVM
151,MySQL
151,Docker
151,Spring Boot
151,OOP
152,Golang
152,MongoDB
152,PostgreSql
152,Cloud
152,AWS
152,NodeJS
153,Java
153,Database
153,CI/CD
153,Flutter
153,Angular
153,JavaScript
154,Golang
154,Cloud
154,Java
154,AI
154,SQL
154,Python
155,Java
155,PostgreSql
155,Spring
155,Oracle
155,SQL
155,MongoDB
157,Golang
157,Security
157,Kafka
157,Redis
157,MongoDB
157,API
158,Ruby on Rails
158,Golang
158,English
159,Microservices
159,Python
159,Golang
160,Java
160,NodeJS
160,Python
160,.NET
160,Golang
161,Java
161,Kotlin
161,Spring
163,Java
163,AI
163,Spring
163,Python
163,TypeScript
163,NodeJS
164,Java
164,Kafka
164,Kubernetes
164,Docker
164,Spring Boot
164,SQL
165,Java
165,Golang
165,TypeScript
165,Algorithms
165,English
165,Python
166,Java
166,Spring Boot
166,Kafka
166,Algorithms
166,Spring
166,Kotlin
167,NodeJS
167,AWS Lambda
167,DynamoDB
167,TypeScript
167,SQL
167,AWS
168,NodeJS
168,Microservices
169,Python
169,HTML
169,ETL
169,PostgreSql
169,FastAPI
169,Django
170,Python
170,ROS2
170,MQTT
170,AWS
170,Oracle
170,JavaScript
171,Python
171,NoSQL
171,DevOps
171,NodeJS
171,English
171,SQL
172,Python
172,Kafka
172,Django
172,English
173,Ruby on Rails
173,API
173,PostgreSql
173,MySQL
173,Ruby
174,NodeJS
174,English
174,PostgreSql
174,ExpressJS
175,NodeJS
175,English
175,SQL
175,TypeScript
176,.NET
176,Oracle
176,SQL
176,Microsoft SQL Server
176,PostgreSql
177,Python
177,Flask
177,Kafka
177,NoSQL
177,SQL
177,FastAPI
178,Python
178,SQL
178,Git
178,MySQL
178,Java
179,Java
179,Microservices
179,API
179,PostgreSql
179,NextJS
179,Golang
180,C#
180,.NET
180,ASP.NET
180,Database
180,Microservices
180,Java
181,Java
181,Design Systems
181,Event-Driven Architecture
181,Microservices
181,AWS
181,English
182,Power BI
182,SQL
182,English
183,Big Data
183,Data Warehousing
183,Docker
183,MySQL
183,Kafka
183,Hadoop
184,Big Data
184,ETL
184,Java
184,Scala
184,NoSQL
184,Python
185,Bridge Engineer
185,.NET
185,C#
185,Japanese
185,Project Management
186,Bridge Engineer
186,Project Management
186,Scrum
186,Japanese
186,Salesforce
186,Agile
187,Bridge Engineer
187,Japanese
188,Bridge Engineer
188,Japanese IT Communication
188,Japanese
189,Bridge Engineer
189,Web API
189,Leadership
189,Japanese
189,Project Management
189,Team Management
190,Product Management
190,QA QC
190,English
190,Project Management
190,Japanese IT Communication
190,Bridge Engineer
191,Japanese
191,Design Systems
191,Bridge Engineer
191,Project Management
191,English
192,Bridge Engineer
192,Java
192,Team Management
192,.Net Core
192,.NET
193,Business Analysis
193,Project Management
193,SQL
193,Jira
193,Scrum
193,Agile
194,Business Analysis
194,Figma
194,SQL
194,API
195,Business Analysis
195,CRM
195,ERP
195,UML
195,BPMN
196,Business Analysis
196,English
196,UI-UX
196,Agile
197,Business Analysis
197,Scrum
197,Agile
197,English
198,Business Analysis
198,English
198,API
198,System Admin
199,Business Analysis
199,System Admin
199,English
199,API
199,Database
200,Business Analysis
200,ERP
200,Power BI
200,Python
200,SQL
200,AI
201,Business Analysis
201,Postman
201,Figma
201,API
202,Business Analysis
202,UML
202,Figma
202,English
203,Business Analysis
203,Scrum
203,Agile
203,AI
203,BRD
204,Project Management
204,CRM
204,ERP
204,Agile
204,English
205,Agile
205,Product strategy
205,Scrum
205,SQL
205,English
206,Business Analysis
206,Scrum
206,Agile
206,SRS
206,BRD
206,English
207,Business Analysis
207,Team Management
207,JQuery
207,SQL
207,Design
207,Project Management
208,Business Analysis
208,Scrum
208,Cloud
208,Azure
208,English
209,Business Analysis
209,CRM
209,UML
209,Jira
209,Figma
209,English
210,Business Analysis
210,Agile
210,BPMN
210,UML
210,English
211,Business Analysis
211,Odoo
211,SAP
211,SQL
211,ERP
211,Mockups
212,Business Intelligence
212,Product Owner
212,Business Analysis
212,UI-UX
212,Product Management
212,Agile
213,Business Analysis
213,Scrum
213,Agile
214,Business Analysis
214,Product Owner
214,Agile
214,English
215,Product Owner
215,SQL
215,Scrum
215,Agile
215,Business Analysis
215,Product Management
216,Business Analysis
216,Database
216,BPMN
216,UML
216,AI
216,Product Owner
217,Business Analysis
217,Project Management
217,Agile
218,Business Analysis
218,Figma
218,Mockups
218,UML
218,Scrum
218,BPMN
219,Business Analysis
219,Prototyping
219,Mockups
219,SQL
220,Business Analysis
220,SAP
220,Tester
220,ERP
220,QA QC
221,Business Analysis
221,Jira
221,Data Quality Tools
221,CRM
221,ERP
222,Business Analysis
222,Prototyping
222,UI-UX
222,Figma
222,UML
222,Product Management
223,Business Analysis
223,English
223,ERP
223,MySQL
223,SQL
224,UML
224,BPMN
224,Wireframing
225,English
225,BPMN
225,UML
226,Data Analysis
226,Data Warehousing
226,ETL
226,Power BI
226,Tableau
226,SQL
227,Business Analysis
227,Database
227,Azure
227,AWS
227,Data Warehousing
227,SQL
228,Project Management
228,Leadership
228,Agile
228,English
229,Power BI
229,Looker
229,Python
229,MySQL
229,Tableau
229,SQL
230,Business Analysis
230,API
230,Design Systems
230,Data modeling
230,AI
230,English
231,Business Analysis
231,Agile
231,AI
231,BRD
232,Business Analysis
232,SQL
232,Database
233,C++
233,C#
233,Git
233,Machine Learning
233,AI
233,Python
234,C++
234,Middleware
234,AUTOSAR
234,Android
234,English
234,Linux
235,DevOps
235,Kali Linux
235,Burp Suite
235,PCI DSS
235,OWASP
236,Business Analysis
236,QA QC
236,Data Analysis
236,Jira
236,SQL
236,Product Owner
237,Project Management
237,IT Governance
237,Team Management
237,ISO 27001
237,Agile
238,Database
238,Microsoft SQL Server
238,DBA
239,Database
239,PostgreSql
239,DBA
240,Database
240,System Admin
240,MongoDB
240,MySQL
240,Data Analysis
240,SQL
241,AI
241,Deep Learning
241,Computer Vision
241,NLP
241,Machine Learning
242,Endpoint Protection
242,CompTIA Security+
242,Networking
242,Firewall
243,Security
243,Metasploit
243,Burp Suite
243,Nmap
243,Pentest
243,SIEM
244,Information Security
244,Networking
244,Identity & Access Management
244,CompTIA Security+
245,Database
245,PostgreSql
245,DBA
246,DevOps
246,Kubernetes
246,Docker
246,Windows
246,Linux
246,Jenkins
247,Data Science
247,Keras
247,Deep Learning
247,Machine Learning
247,Matlab
248,Cloud
248,Cisco
248,Windows Server
248,Firewall
248,Linux
249,IT Support
249,Windows Server
249,SQL
249,Linux
250,Tester
250,TestRail
250,Android studio
250,Scrum
250,Appium
250,Agile
251,Business Analysis
251,Project Management
251,Agile
252,SQL
252,PostgreSql
252,Data modeling
252,Data Analysis
252,Database
252,Data Warehousing
253,Business Analysis
253,Oracle
253,Agile
253,Database
254,Data Analysis
254,Power BI
254,Microsoft SQL Server
254,Oracle
254,SQL
255,Data Analysis
255,PL/SQL
255,Oracle
255,Data modeling
255,ETL
255,Business Intelligence
256,API
256,Git
256,PostgreSql
256,Oracle
256,Microservices
256,Docker
257,Java
257,Microservices
257,Spring
257,Windows Server
257,API
257,Linux
258,Java
258,HTML
258,Unit test
258,OOP
258,.NET
258,JavaScript
259,Automation Test
259,Tester
259,QA QC
259,English
260,Project Management
260,Waterfall Methodology
260,PQA
260,Business Analysis
260,Jira
261,Linux
261,MySQL
261,Security
261,Penetration Testing
261,SQL
262,DNS Security
262,SIEM
262,ISO 27001
262,Endpoint Protection
262,Web Application Firewall
263,Database
263,SQL
264,System Admin
264,Firewall
264,Cisco
264,Windows Server
264,Linux
264,Networking
265,Database
265,SQL
265,Data Engineer
265,Tester
265,System Admin
266,QA QC
266,DevOps
266,Project Management
266,Business Analysis
267,PL/SQL
267,Microsoft SQL Server
267,Java
267,C#
267,Oracle
268,System Admin
268,Firewall
269,IT Support
269,QA QC
269,Windows Server
269,Grafana
269,DevOps
269,SQL
270,System Admin
270,Middleware
270,Database
270,Windows
270,Linux
270,Microservices
271,Windows
271,Unix
271,Linux
271,Microservices
272,Cloud
272,GCP
272,VMware
272,Azure
272,AWS
272,CloudFormation
273,Azure
273,Docker
273,Cloud
273,AWS
273,DevOps
273,English
274,MySQL
274,AWS
275,Cloud
275,Linux
275,Kubernetes
275,Terraform
275,Python
276,CompTIA Network+
276,Cloud
277,Cloud
277,English
278,Cloud
278,Linux
278,AWS
279,AWS
279,AWS Lambda
279,Linux
279,Azure
279,JavaScript
279,SQL
281,CloudFormation
281,CI/CD
281,Terraform
281,AWS
282,Cloud Security
282,AWS CloudFormation
282,Linux
283,Cloud
283,Networking
283,Azure
283,Endpoint Protection
283,Firewall
283,Security
284,Solution Architecture
284,System Architecture
284,Cloud-native Architecture
284,Presale
284,Cloud
284,AWS
286,Computer Vision
286,OpenCV
286,TensorFlow
286,PyTorch
286,Python
286,AI
287,C++
287,Machine Learning
287,AI
287,C language
287,Python
287,English
288,Data Analysis
288,Data Science
288,Database
288,CRM
288,Machine Learning
288,AI
289,SQL
289,Power BI
289,Data Privacy / Compliance
289,Oracle
289,Tableau
290,Data Science
290,Keras
290,Deep Learning
290,Machine Learning
290,Matlab
291,Business Analysis
291,Scrum
291,AI
291,Data Analysis
291,Project Management
291,Agile
292,Big Data
292,AI
292,Data Science
293,System Admin
293,System Architecture
293,Microsoft SQL Server
293,Unix
293,Linux
293,Security
294,Business Analysis
294,API
294,Java
294,Microservices
294,Cloud
294,.NET
295,Security
295,IT Governance
295,"Governance, Risk & Compliance"
295,Cloud Security
295,Information Security
296,Information Security
296,SIEM
297,DevOps
297,Cloud
298,Business Analysis
298,Jira
298,SAP
298,Project Management
299,Business Analysis
299,Agile
300,PL/SQL
300,SQL
300,Business Intelligence
300,Business Analysis
300,Scrum
300,Agile
301,Risk Management
301,"Governance, Risk & Compliance"
301,Security
301,Risk Assessment / BCP
302,DBA
302,Bash Shell
302,Python
303,Python
303,Data Quality Tools
303,Data Lineage
303,Database
303,PL/SQL
303,SQL
304,Security
304,Networking
305,Security
305,Networking
306,AWS CloudFormation
306,Agile
307,MySQL
307,Oracle
308,Cybersecurity
308,"Governance, Risk & Compliance"
308,Risk Assessment / BCP
308,Risk Management
309,English
309,Security
310,Cybersecurity
310,Database
310,English
310,Web Application Firewall
310,API
311,Cybersecurity
311,DevSecOps
311,Vulnerability Management
311,Linux
311,SIEM
311,Penetration Testing
312,Software Architecture
312,Cloud
312,DevOps
312,NodeJS
312,ReactJS
312,NestJS
314,UI-UX
314,Design
314,Agile
316,Data Science
316,Machine Learning
316,AI
316,IT Governance
317,Data Analysis
317,Power BI
317,Microsoft SQL Server
317,Oracle
317,SQL
318,Data Analysis
318,PostgreSql
318,Database
318,SQL
318,Business Intelligence
319,Data Analysis
319,Python
319,SQL
319,Google BigQuery
319,Business Intelligence
320,SQL
320,English
321,Data Analysis
321,Games
321,Google BigQuery
321,SQL
321,Python
321,Google Cloud
322,Data Analysis
322,Databricks
322,SQL
322,Data modeling
322,Power BI
323,Data Analysis
323,Power BI
323,SQL
323,Agile
323,Python
324,Data Analysis
324,Business Intelligence
324,Power BI
324,Data modeling
324,Data Warehousing
324,Database
325,Data Analysis
325,Agile
325,Python
325,SQL
325,Power BI
326,Data Analysis
326,Tableau
326,Power BI
326,SQL
326,Python
327,Data Analysis
327,Microsoft Power Apps
327,SQL
328,Data Analysis
328,Business Intelligence
328,JSON
328,API
328,SQL
328,Python
329,Oracle
329,AWS
329,Redis
329,MongoDB
329,PostgreSql
329,Cloud
330,Data Engineer
330,SQL
330,ETL
330,ELT
330,Oracle
330,Data Warehousing
331,Oracle
331,Redis
331,MongoDB
331,PostgreSql
331,Azure
331,Cloud
332,Data Engineer
332,AI
332,PostgreSql
332,SQL
332,Python
333,Python
333,English
334,Data Engineer
334,ETL
334,AWS
334,SQL
334,Python
334,English
335,Python
335,PostgreSql
335,MySQL
336,Data Engineer
336,Python
336,English
337,Apache Spark
337,SQL
337,Elasticsearch
337,Cassandra
337,Apache Airflow
338,Data Engineer
338,Power BI
338,Tableau
338,Business Intelligence
338,Cloud
338,Oracle
339,SQL
339,ETL
339,English
339,JavaScript
339,HTML
339,NoSQL
340,Data Engineer
340,English
340,AI
340,Azure
340,SQL
340,Python
341,Data Engineer
341,Python
342,Data Engineer
342,Big Data
342,Database
342,Spark
342,Java
342,Data Warehousing
343,Data Engineer
343,Hadoop
343,Big Data
343,Scala
343,Python
343,Java
344,Data Engineer
344,AI
344,Data Privacy / Compliance
344,Data Warehousing
344,Cloud-native Architecture
345,Python
345,MongoDB
345,PostgreSql
345,AI
345,SQL
346,Python
346,Spark
347,Data Engineer
347,Power BI
347,Tableau
347,Business Intelligence
347,Cloud
347,Oracle
348,Data Engineer
348,MySQL
348,PostgreSql
348,C#
348,Python
348,SQL
349,Data Engineer
349,AI
349,PostgreSql
349,Python
349,SQL
350,Data Engineer
350,Databricks
350,Snowflake
350,Python
350,SQL
350,Power BI
351,Python
351,AI
351,Cloud
351,Database
351,AWS
351,SQL
352,Data Engineer
352,ETL
352,AWS
352,Spark
352,SQL
352,Python
353,Python
353,Scala
353,Data Warehousing
353,NoSQL
353,Git
353,SQL
354,Data Engineer
354,Database
354,Python
354,ETL
354,ELT
354,SQL
355,Microsoft SQL Server
355,Cloud-native Architecture
355,AWS Glue
355,Python
355,ETL
355,SQL
356,Data Engineer
356,Java
356,Python
356,Hadoop
356,NoSQL
356,SQL
357,Data Engineer
357,Git
357,CI/CD
357,SQL
357,Python
357,Cloud
358,Data Engineer
358,Databricks
358,Data Warehousing
358,Big Data
358,Database
358,MLOps
360,Data Engineer
360,Risk Management
360,SQL
360,Agile
360,Data Privacy / Compliance
360,Data Quality Tools
361,Data-driven
361,Team Management
361,Data Quality Tools
361,English
361,Data Privacy / Compliance
362,Machine Learning
362,Kubernetes
362,Spark
362,Linux
362,Data Engineer
363,Spark
363,DevOps
364,Database
364,Data Analysis
364,SQL
364,Python
364,Power BI
364,Product Owner
365,Database
365,SQL
365,Security
365,Data Privacy / Compliance
366,Data Privacy / Compliance
366,Cloud Security
366,Data Quality Tools
366,Data Science
367,Data Science
367,Data modeling
367,Big Data
367,Database
367,Python
368,Data Science
368,Pandas
368,scikit-learn
368,Deep Learning
368,Machine Learning
368,Python
369,Data Science
369,MLOps
369,SQL
369,Python
369,Machine Learning
369,English
370,Data Science
370,AWS
370,Pandas
370,PyTorch
370,Python
370,Generative AI
371,Data Science
371,Python
371,English
372,Python
372,Data Science
372,Azure
372,Machine Learning
372,LLM
373,Data Science
373,Pandas
373,Metabase
373,Machine Learning
373,SQL
373,Python
374,Data Science
374,Git
374,AWS
374,SQL
374,Python
374,Machine Learning
375,Data Science
375,NumPy
375,Pandas
375,Machine Learning
375,SQL
375,Python
376,Data Science
376,Data Analysis
376,XGBoost
376,scikit-learn
376,MLOps
376,Python
377,Tester
377,Jira
377,Big Data
377,Data Warehousing
377,ETL
377,MySQL
378,Database
378,Cloud
378,MariaDB
378,English
378,PostgreSql
378,SQL
379,Database
379,SQL
379,Unix
379,Oracle
380,Database
380,SQL
380,English
381,Project Management
381,Leadership
381,Java
381,Risk Management
381,Team Management
381,Agile
382,Project Management
382,DevOps
382,Jira
382,Agile
382,Scrum
382,English
383,Team Management
383,Product Management
383,Project Management
383,English
383,Agile
384,Project Management
384,Trello
384,Jira
385,Team Management
385,Leadership
386,UI-UX
386,Project Management
386,Domain-Driven Design
386,Design
386,Product Design
386,Team Management
387,UI-UX
387,Adobe XD
387,Sketch
387,Figma
387,Design
388,Team Management
388,Spring
388,PHP
388,Wordpress
388,Agile
388,English
389,Terraform
389,DevOps
390,DevOps
390,Cloud
390,CI/CD
390,Azure
390,AWS
390,System Admin
391,DevOps
391,Terraform
391,Docker
391,Linux
391,Cloud
391,AWS
392,DevOps
392,Prometheus
392,Docker
392,Cloud
392,AWS
392,Kubernetes
393,AWS
393,English
393,Security
393,DevOps
393,CI/CD
394,DevOps
394,Kubernetes
394,PowerShell
394,Python
394,AWS
394,English
395,DevOps
395,Database
395,CI/CD
395,AWS
395,Oracle
395,Java
396,DevOps
396,System Admin
396,Linux
397,DevOps
397,CI/CD
397,Security
397,DevSecOps
397,Cloud
397,English
398,DevOps
398,Terraform
398,Cloud
398,Kubernetes
398,Docker
398,AWS
399,DevOps
399,System Admin
399,CI/CD
399,Oracle
399,Linux
400,DevOps
400,CI/CD
400,Terraform
400,Kubernetes
400,Cloud
400,AWS
401,DevOps
401,Python
401,CI/CD
401,Cloud
401,Docker
401,Kubernetes
402,CI/CD
402,JUnit
402,Jenkins
402,GitHub Actions
402,Docker
402,DevOps
403,DevOps
403,System Admin
403,IT Support
403,Azure
403,English
403,AWS
404,Kubernetes
404,GCP
404,Linux
404,CI/CD
404,Ansible
404,Terraform
405,DevOps
405,Docker
405,English
405,Azure
405,AWS
405,Cloud
406,DevOps
406,MongoDB
406,CI/CD
406,PostgreSql
406,Oracle
406,SQL
407,DevOps
407,CI/CD
407,Terraform
407,Kubernetes
407,Docker
407,AWS
408,DevOps
408,PostgreSql
408,Python
408,MySQL
408,Docker
408,Kubernetes
409,DevOps
409,CI/CD
409,Nginx
409,Kubernetes
409,Azure
409,English
410,DevOps
410,MongoDB
410,PostgreSql
410,Database
410,Azure
410,English
411,DevOps
411,CI/CD
411,Docker
411,Azure
411,AWS
411,Python
412,DevOps
412,Kubernetes
412,Unix
412,Linux
412,AWS
412,Cloud
413,AWS
413,CI/CD
413,AWS CloudFormation
413,Linux
413,Azure
413,DevOps
414,DevOps
414,System Architecture
414,Kubernetes
414,System Admin
414,Docker
414,Database
415,AWS CloudFormation
415,Team Management
415,DevOps
415,Kubernetes
415,Java
415,AWS
416,DevOps
416,Prometheus
416,AWS
416,Linux
416,Docker
416,CI/CD
417,DevOps
417,Azure
417,CI/CD
417,Terraform
